,Year,Hospital,Rank,Position.Title,Salary,Fringe.Benefits,Total
1023,2012,JOHNSON MEMORIAL HOSPITAL,1,President,"$422,003","$61,067","$483,070"
1024,2012,JOHNSON MEMORIAL HOSPITAL,2,Cheif Financial Officer,"$274,997","$38,453","$313,450"
1025,2012,JOHNSON MEMORIAL HOSPITAL,3,Vice President - Patient Care Svcs.,"$173,840","$34,919","$208,759"
1026,2012,JOHNSON MEMORIAL HOSPITAL,4,Vice President Medical Affairs,"$158,225","$18,670","$176,895"
1027,2012,JOHNSON MEMORIAL HOSPITAL,5,Corporate Director - Physical Therapy,"$124,987","$30,239","$155,226"
1028,2012,JOHNSON MEMORIAL HOSPITAL,6,RN,"$122,913","$31,550","$154,463"
1029,2012,JOHNSON MEMORIAL HOSPITAL,7,Corporate Controller,"$120,408","$25,272","$145,680"
1030,2012,JOHNSON MEMORIAL HOSPITAL,8,"Director, Perioperative Services","$116,574","$13,501","$130,075"
1031,2012,JOHNSON MEMORIAL HOSPITAL,9,RN,"$113,934","$31,124","$145,058"
1032,2012,JOHNSON MEMORIAL HOSPITAL,10,RN,"$112,119","$31,039","$143,158"
1033,2012,LAWRENCE AND MEMORIAL HOSPITAL,1,"President, CEO","$709,786","$51,948","$761,734"
1034,2012,LAWRENCE AND MEMORIAL HOSPITAL,2,Chief Operating Officer,"$446,571","$38,331","$484,902"
1035,2012,LAWRENCE AND MEMORIAL HOSPITAL,3,"Vice President, CFO","$391,689","$40,013","$431,702"
1036,2012,LAWRENCE AND MEMORIAL HOSPITAL,4,"Chair, Department of Surgery","$397,718","$30,609","$428,327"
1037,2012,LAWRENCE AND MEMORIAL HOSPITAL,5,Vice Pres. of Strategic Planning,"$311,211","$36,630","$347,841"
1038,2012,LAWRENCE AND MEMORIAL HOSPITAL,6,Chief Legal Officer,"$288,259","$35,955","$324,214"
1039,2012,LAWRENCE AND MEMORIAL HOSPITAL,7,"Vice President, Patient Care","$280,679","$26,424","$307,103"
1040,2012,LAWRENCE AND MEMORIAL HOSPITAL,8,Chief Information Officer,"$240,927","$59,884","$300,811"
1041,2012,LAWRENCE AND MEMORIAL HOSPITAL,9,"Vice President, Physician Practice Mngt","$251,752","$35,362","$287,114"
1042,2012,LAWRENCE AND MEMORIAL HOSPITAL,10,Medical Director,"$234,224","$35,495","$269,719"
1043,2012,MANCHESTER MEMORIAL HOSPITAL,1,CEO,"$523,267","$37,526","$560,793"
1044,2012,MANCHESTER MEMORIAL HOSPITAL,2,Emergency Room MD,"$366,214","$44,176","$410,390"
1045,2012,MANCHESTER MEMORIAL HOSPITAL,3,Emergency Room MD,"$359,806","$18,762","$378,568"
1046,2012,MANCHESTER MEMORIAL HOSPITAL,4,Medical Director ED,"$373,811","$3,528","$377,339"
1047,2012,MANCHESTER MEMORIAL HOSPITAL,5,Emergency Room MD,"$356,253","$18,410","$374,663"
1048,2012,MANCHESTER MEMORIAL HOSPITAL,6,Emergency Room MD,"$325,000","$34,568","$359,568"
1049,2012,MANCHESTER MEMORIAL HOSPITAL,7,Treasurer/Exec VP,"$330,076","$12,315","$342,391"
1050,2012,MANCHESTER MEMORIAL HOSPITAL,8,Emergency Room MD,"$338,237","$2,641","$340,878"
1051,2012,MANCHESTER MEMORIAL HOSPITAL,9,Medical Director ED,"$325,629","$11,291","$336,920"
1052,2012,MANCHESTER MEMORIAL HOSPITAL,10,Emergency Room MD,"$316,170","$18,431","$334,601"
1053,2012,MIDDLESEX HOSPITAL,1,President/CEO,"$565,116","$457,344","$1,022,460"
1054,2012,MIDDLESEX HOSPITAL,2,"Vp, Clinical Affairs","$384,278","$308,338","$692,616"
1055,2012,MIDDLESEX HOSPITAL,3,"VP, Quality and Patient Safety","$393,878","$101,514","$495,392"
1056,2012,MIDDLESEX HOSPITAL,4,"VP, Finance/CFO/Treasurer","$331,375","$140,652","$472,027"
1057,2012,MIDDLESEX HOSPITAL,5,"VP, Human Resources","$270,464","$188,174","$458,638"
1058,2012,MIDDLESEX HOSPITAL,6,"Chairman, Emergency Medicine","$362,817","$74,213","$437,030"
1059,2012,MIDDLESEX HOSPITAL,7,"Physician, Emergency Dept","$278,949","$132,020","$410,969"
1060,2012,MIDDLESEX HOSPITAL,8,"Chief, Dept of Medicine & Secretary","$326,075","$61,502","$387,577"
1061,2012,MIDDLESEX HOSPITAL,9,Clinical Director of Infectious Disease,"$331,786","$53,084","$384,870"
1062,2012,MIDDLESEX HOSPITAL,10,"Physician, Emergency Dept","$268,561","$114,061","$382,622"
1063,2012,MIDSTATE MEDICAL CENTER,1,Pres / CEO,"$702,361","$255,659","$958,020"
1064,2012,MIDSTATE MEDICAL CENTER,2,CMO,"$307,652","$111,985","$419,637"
1065,2012,MIDSTATE MEDICAL CENTER,3,Physician,"$300,259","$109,294","$409,553"
1066,2012,MIDSTATE MEDICAL CENTER,4,Physician,"$300,170","$109,262","$409,432"
1067,2012,MIDSTATE MEDICAL CENTER,5,Vice President,"$286,068","$104,129","$390,197"
1068,2012,MIDSTATE MEDICAL CENTER,6,Physician,"$257,807","$93,842","$351,649"
1069,2012,MIDSTATE MEDICAL CENTER,7,Physician,"$255,249","$92,911","$348,160"
1070,2012,MIDSTATE MEDICAL CENTER,8,Physician,"$249,918","$90,970","$340,888"
1071,2012,MIDSTATE MEDICAL CENTER,9,Physician,"$249,646","$90,871","$340,517"
1072,2012,MIDSTATE MEDICAL CENTER,10,Physician,"$249,102","$90,673","$339,775"
1073,2012,MILFORD HOSPITAL,1,President,"$459,216","$120,259","$579,475"
1074,2012,MILFORD HOSPITAL,2,PHYSICIAN CHIEF OPERATING OFFICER,"$417,488","$121,039","$538,527"
1075,2012,MILFORD HOSPITAL,3,Hospitalist,"$307,584","$43,905","$351,489"
1076,2012,MILFORD HOSPITAL,4,Hospitalist,"$307,098","$39,861","$346,959"
1077,2012,MILFORD HOSPITAL,5,Pathologist,"$297,861","$47,233","$345,094"
1078,2012,MILFORD HOSPITAL,6,E.R. Physician,"$293,557","$47,616","$341,173"
1079,2012,MILFORD HOSPITAL,7,E.R. Physician,"$293,024","$48,066","$341,090"
1080,2012,MILFORD HOSPITAL,8,E.R. Physician,"$293,274","$47,608","$340,882"
1081,2012,MILFORD HOSPITAL,9,E.R. Physician,"$315,520","$24,171","$339,691"
1082,2012,MILFORD HOSPITAL,10,E.R. Physician,"$293,274","$38,921","$332,195"
1083,2012,NEW MILFORD HOSPITAL,1,LAB-PHYSICIAN,"$440,741","$39,295","$480,036"
1084,2012,NEW MILFORD HOSPITAL,2,SVP OPERATIONS,"$369,826","$29,620","$399,446"
1085,2012,NEW MILFORD HOSPITAL,3,RAD-PHYSICIAN,"$200,212","$36,939","$237,151"
1086,2012,NEW MILFORD HOSPITAL,4,"VP-NURSING, COO","$169,381","$37,516","$206,897"
1087,2012,NEW MILFORD HOSPITAL,5,PRESIDENT,"$182,847","$12,927","$195,774"
1088,2012,NEW MILFORD HOSPITAL,6,CONTROLLER,"$148,540","$39,139","$187,679"
1089,2012,NEW MILFORD HOSPITAL,7,DIR-FINANCE,"$146,450","$40,718","$187,168"
1090,2012,NEW MILFORD HOSPITAL,8,DIR-PLANETREE,"$164,922","$15,834","$180,756"
1091,2012,NEW MILFORD HOSPITAL,9,DIR-EMP HEALTH,"$138,722","$41,637","$180,359"
1092,2012,NEW MILFORD HOSPITAL,10,MIS OFFICER,"$150,402","$28,563","$178,965"
1093,2012,NORWALK HOSPITAL,1,President & CEO,"$823,654","$77,494","$901,148"
1094,2012,NORWALK HOSPITAL,2,"Physician, Emergency Department","$602,083","$83,532","$685,615"
1095,2012,NORWALK HOSPITAL,3,"Chairman, Dept. of Emergency Medicine","$507,806","$77,412","$585,218"
1096,2012,NORWALK HOSPITAL,4,Sr. VP & COO,"$471,253","$64,428","$535,681"
1097,2012,NORWALK HOSPITAL,5,"Physician, Emergency Department","$447,446","$71,999","$519,445"
1098,2012,NORWALK HOSPITAL,6,VP & Chief Financial Officer,"$440,716","$48,827","$489,543"
1099,2012,NORWALK HOSPITAL,7,"Physician, Emergency Department","$410,968","$67,336","$478,304"
1100,2012,NORWALK HOSPITAL,8,VP & Chief Nursing Officer,"$409,270","$63,255","$472,525"
1101,2012,NORWALK HOSPITAL,9,"Physician, Emergency Department","$377,468","$65,171","$442,639"
1102,2012,NORWALK HOSPITAL,10,"Physician, Emergency Department","$372,041","$39,999","$412,040"
1103,2012,ROCKVILLE GENERAL HOSPITAL,1,Medical Director,"$322,480","$1,978","$324,458"
1104,2012,ROCKVILLE GENERAL HOSPITAL,2,Medical Director,"$218,868","$48,464","$267,332"
1105,2012,ROCKVILLE GENERAL HOSPITAL,3,CEO,"$224,257","$16,083","$240,340"
1106,2012,ROCKVILLE GENERAL HOSPITAL,4,VP Patient Care Services,"$152,428","$16,072","$168,500"
1107,2012,ROCKVILLE GENERAL HOSPITAL,5,RN Supervisor,"$148,330","$19,476","$167,806"
1108,2012,ROCKVILLE GENERAL HOSPITAL,6,Registered Nurse,"$126,715","$22,202","$148,917"
1109,2012,ROCKVILLE GENERAL HOSPITAL,7,Treasurer/Exec VP,"$141,461","$5,278","$146,739"
1110,2012,ROCKVILLE GENERAL HOSPITAL,8,Medical Director MD,"$139,555","$4,895","$144,450"
1111,2012,ROCKVILLE GENERAL HOSPITAL,9,Registered Nurse,"$126,563",$274,"$126,837"
1112,2012,ROCKVILLE GENERAL HOSPITAL,10,Senior VP/Medical Director,"$120,003","$4,438","$124,441"
1113,2012,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,1,President,"$1,377,167","$143,923","$1,521,090"
1114,2012,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,2,Executive Vice President and COO,"$653,018","$78,085","$731,103"
1115,2012,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,3,Senior Vice President and CFO,"$638,000","$77,743","$715,743"
1116,2012,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,4,Department Chairman - Surgery,"$560,500","$66,585","$627,085"
1117,2012,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,5,Executive Vice President and CPO,"$499,500","$65,496","$564,996"
1118,2012,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,6,"Senior Vice President, Chief Academic Officer","$439,369","$57,890","$497,259"
1119,2012,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,7,"Vice President, Financial Planning","$437,376","$57,934","$495,310"
1120,2012,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,8,Senior Vice President - Nursing,"$370,260","$48,828","$419,088"
1121,2012,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,9,Senior Vice President - Planning,"$357,488","$56,024","$413,512"
1122,2012,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,10,Senior Vice President and General Counsel,"$347,019","$48,243","$395,262"
1123,2012,SAINT MARY`S HOSPITAL,1,President & CEO,"$626,220","$165,036","$791,256"
1124,2012,SAINT MARY`S HOSPITAL,2,Vice President Patient Services,"$505,595","$55,022","$560,617"
1125,2012,SAINT MARY`S HOSPITAL,3,Vice President & Chief Medical Officer,"$367,652","$58,173","$425,825"
1126,2012,SAINT MARY`S HOSPITAL,4,Vice President Surgical Services,"$292,637","$61,268","$353,905"
1127,2012,SAINT MARY`S HOSPITAL,5,Vice President Operations,"$286,122","$47,657","$333,779"
1128,2012,SAINT MARY`S HOSPITAL,6,Vice President Human Resources,"$245,978","$44,306","$290,284"
1129,2012,SAINT MARY`S HOSPITAL,7,Chief Information Officer,"$205,820","$39,173","$244,993"
1130,2012,SAINT MARY`S HOSPITAL,8,Chief Marketing Officer,"$188,766","$37,637","$226,403"
1131,2012,SAINT MARY`S HOSPITAL,9,Vice President and CFO,"$186,688","$31,889","$218,577"
1132,2012,SAINT MARY`S HOSPITAL,10,"Divisional Director, Clinical Quality","$151,450","$34,455","$185,905"
1133,2012,SAINT VINCENT`S MEDICAL CENTER,1,CHIEF EXECUTIVE OFFICER,"$841,269","$1,553,009","$2,394,278"
1134,2012,SAINT VINCENT`S MEDICAL CENTER,2,PRESIDENT/CHIEF ACADEMIC OFFICER,"$587,195","$391,683","$978,878"
1135,2012,SAINT VINCENT`S MEDICAL CENTER,3,SENIOR VICE PRESIDENT,"$335,023","$594,774","$929,797"
1136,2012,SAINT VINCENT`S MEDICAL CENTER,4,CLINICAL VICE PRESIDENT SURGICAL SERVICES,"$516,991","$261,051","$778,042"
1137,2012,SAINT VINCENT`S MEDICAL CENTER,5,CLINICAL VICE PRESIDENT CARDIAC SERVICES,"$554,140","$220,308","$774,448"
1138,2012,SAINT VINCENT`S MEDICAL CENTER,6,SENIOR VICE PRESIDENT/CHIEF FINANCIAL OFFICER,"$419,506","$327,628","$747,134"
1139,2012,SAINT VINCENT`S MEDICAL CENTER,7,CLINICAL VICE PRESIDENT MEDICINE,"$444,049","$169,490","$613,539"
1140,2012,SAINT VINCENT`S MEDICAL CENTER,8,CHAIRPERSON EMERGENCY CARE,"$470,922","$121,110","$592,032"
1141,2012,SAINT VINCENT`S MEDICAL CENTER,9,SR VP/CHIEF ADMINISTRATIVE OFFICER,"$347,716","$242,980","$590,696"
1142,2012,SAINT VINCENT`S MEDICAL CENTER,10,SR VP/CHIEF HUMAN RESOURCES OFFICER,"$329,752","$147,684","$477,436"
1143,2012,STAMFORD HOSPITAL,1,President & CEO,"$976,494","$555,600","$1,532,094"
1144,2012,STAMFORD HOSPITAL,2,Chief of Cardiac Surgery,"$744,629","$436,123","$1,180,752"
1145,2012,STAMFORD HOSPITAL,3,Exec. VP and Chief Operating Officer,"$526,342","$258,021","$784,363"
1146,2012,STAMFORD HOSPITAL,4,Chief of Surgery,"$521,581","$246,635","$768,216"
1147,2012,STAMFORD HOSPITAL,5,VP of Finance & Chief Financial Officer,"$488,422","$247,174","$735,596"
1148,2012,STAMFORD HOSPITAL,6,Sr. VP of Medical Affairs,"$494,123","$187,089","$681,212"
1149,2012,STAMFORD HOSPITAL,7,Sr. VP of Strategy & Marketing,"$418,121","$245,004","$663,125"
1150,2012,STAMFORD HOSPITAL,8,VP Ambulatory Services,"$370,165","$291,836","$662,001"
1151,2012,STAMFORD HOSPITAL,9,Chief of Cardiology,"$562,332","$45,833","$608,165"
1152,2012,STAMFORD HOSPITAL,10,Cardiac Surgeon,"$485,417","$118,616","$604,033"
1153,2012,THE HOSPITAL OF CENTRAL CONNECTICUT,1,President and CEO,"$778,377","$721,169","$1,499,546"
1154,2012,THE HOSPITAL OF CENTRAL CONNECTICUT,2,Executive Vice President and CMO,"$606,789","$169,603","$776,392"
1155,2012,THE HOSPITAL OF CENTRAL CONNECTICUT,3,Vice President Finance,"$537,068","$61,398","$598,466"
1156,2012,THE HOSPITAL OF CENTRAL CONNECTICUT,4,Chief ER Physician,"$429,749","$121,250","$550,999"
1157,2012,THE HOSPITAL OF CENTRAL CONNECTICUT,5,Chief of Medicine,"$417,080","$83,467","$500,547"
1158,2012,THE HOSPITAL OF CENTRAL CONNECTICUT,6,Hospitalist,"$447,327","$44,201","$491,528"
1159,2012,THE HOSPITAL OF CENTRAL CONNECTICUT,7,Director Surgical Oncology,"$444,350","$43,231","$487,581"
1160,2012,THE HOSPITAL OF CENTRAL CONNECTICUT,8,Chief of Psychiatry,"$369,582","$115,104","$484,686"
1161,2012,THE HOSPITAL OF CENTRAL CONNECTICUT,9,Medical Director BMH ED,"$404,053","$42,994","$447,047"
1162,2012,THE HOSPITAL OF CENTRAL CONNECTICUT,10,Medical Director NBG ED,"$367,256","$71,163","$438,419"
1163,2012,WATERBURY HOSPITAL,1,President,"$490,087","$30,211","$520,298"
1164,2012,WATERBURY HOSPITAL,2,COO,"$254,493","$30,508","$285,001"
1165,2012,WATERBURY HOSPITAL,3,"Physician, Director of ED","$188,440","$31,701","$220,141"
1166,2012,WATERBURY HOSPITAL,4,Psychiatrist,"$173,901","$32,138","$206,039"
1167,2012,WATERBURY HOSPITAL,5,Medical Director Behavior Health,"$178,887","$25,849","$204,736"
1168,2012,WATERBURY HOSPITAL,6,Psychiatrist,"$168,966","$31,874","$200,840"
1169,2012,WATERBURY HOSPITAL,7,VP Medical Affairs,"$174,371","$25,629","$200,000"
1170,2012,WATERBURY HOSPITAL,8,Medical Director Behavior Health,"$173,814","$20,125","$193,939"
1171,2012,WATERBURY HOSPITAL,9,VP Human Resources,"$144,642","$32,858","$177,500"
1172,2012,WATERBURY HOSPITAL,10,CFO,"$138,000","$36,602","$174,602"
1173,2012,WILLIAM W. BACKUS HOSPITAL,1,Former President & CEO,"$164,688","$3,193,002","$3,357,690"
1174,2012,WILLIAM W. BACKUS HOSPITAL,2,President & CEO,"$631,077","$344,473","$975,550"
1175,2012,WILLIAM W. BACKUS HOSPITAL,3,Sr. Vice President & CFO,"$431,613","$227,617","$659,230"
1176,2012,WILLIAM W. BACKUS HOSPITAL,4,Clinical Services Sr. VP & CMO,"$432,160","$155,757","$587,917"
1177,2012,WILLIAM W. BACKUS HOSPITAL,5,BPS Physician,"$495,860","$53,101","$548,961"
1178,2012,WILLIAM W. BACKUS HOSPITAL,6,BPS Physician,"$454,353","$50,612","$504,965"
1179,2012,WILLIAM W. BACKUS HOSPITAL,7,E.R. Physician,"$424,353","$57,061","$481,414"
1180,2012,WILLIAM W. BACKUS HOSPITAL,8,E.R. Physician,"$341,273","$80,420","$421,693"
1181,2012,WILLIAM W. BACKUS HOSPITAL,9,E.R. Physician,"$356,763","$55,230","$411,993"
1182,2012,WILLIAM W. BACKUS HOSPITAL,10,E.R. Physician,"$332,420","$71,492","$403,912"
1183,2012,WINDHAM COMMUNITY MEMORIAL HOSPITAL,1,Physician/Hospitalist,"$341,284","$121,986","$463,270"
1184,2012,WINDHAM COMMUNITY MEMORIAL HOSPITAL,2,Physician/Hospitalist,"$319,487","$114,195","$433,682"
1185,2012,WINDHAM COMMUNITY MEMORIAL HOSPITAL,3,Medical Director,"$255,783","$91,425","$347,208"
1186,2012,WINDHAM COMMUNITY MEMORIAL HOSPITAL,4,Physician/Hospitalist,"$209,470","$74,871","$284,341"
1187,2012,WINDHAM COMMUNITY MEMORIAL HOSPITAL,5,Physician/Hospitalist,"$206,048","$73,648","$279,696"
1188,2012,WINDHAM COMMUNITY MEMORIAL HOSPITAL,6,Registered Nurse,"$189,800","$67,841","$257,641"
1189,2012,WINDHAM COMMUNITY MEMORIAL HOSPITAL,7,Vice-President Operations,"$189,719","$67,812","$257,531"
1190,2012,WINDHAM COMMUNITY MEMORIAL HOSPITAL,8,Cheif Financial Officer/VP Finance,"$183,501","$65,589","$249,090"
1191,2012,WINDHAM COMMUNITY MEMORIAL HOSPITAL,9,Physician/Hospitalist,"$181,100","$64,731","$245,831"
1192,2012,WINDHAM COMMUNITY MEMORIAL HOSPITAL,10,Medical Director,"$165,000","$58,976","$223,976"
1193,2012,YALE-NEW HAVEN HOSPITAL,1,President & CEO(repr YNHH & YNHHS),"$2,147,548","$655,680","$2,803,228"
1194,2012,YALE-NEW HAVEN HOSPITAL,2,"Exec VP, COO(repr YNHH & YNHHS)","$1,276,872","$403,261","$1,680,133"
1195,2012,YALE-NEW HAVEN HOSPITAL,3,"SR VP, Chief of Staff(repr YNHH & YNHHS)","$1,555,338","$118,274","$1,673,612"
1196,2012,YALE-NEW HAVEN HOSPITAL,4,"SR VP Finance, CFO(repr YNHH & YNHHS)","$1,087,321","$344,893","$1,432,214"
1197,2012,YALE-NEW HAVEN HOSPITAL,5,Senior VP of Human Resources,"$720,622","$224,766","$945,388"
1198,2012,YALE-NEW HAVEN HOSPITAL,6,VP of Legal Services,"$697,219","$206,116","$903,335"
1199,2012,YALE-NEW HAVEN HOSPITAL,7,"Senior VP, CIO(repr YNHH & YNHHS)","$669,189","$226,793","$895,982"
1200,2012,YALE-NEW HAVEN HOSPITAL,8,Senior VP Patient Services,"$717,814","$51,999","$769,813"
1201,2012,YALE-NEW HAVEN HOSPITAL,9,SVP OPS/SMILOW,"$614,808","$32,858","$647,666"
1202,2012,YALE-NEW HAVEN HOSPITAL,10,VP Ambulatory Services,"$596,954","$25,944","$622,898"
1203,2013,BRIDGEPORT HOSPITAL,1,President & CEO,"$911,931","$310,091","$1,222,022"
1204,2013,BRIDGEPORT HOSPITAL,2,Exec. VP/Administration,"$697,172","$232,733","$929,905"
1205,2013,BRIDGEPORT HOSPITAL,3,Senior VP of Finance & CFO,"$590,950","$205,127","$796,077"
1206,2013,BRIDGEPORT HOSPITAL,4,Sr. VP/Medical Affairs,"$462,322","$54,539","$516,861"
1207,2013,BRIDGEPORT HOSPITAL,5,VP of Planning & Marketing,"$337,010","$150,104","$487,114"
1208,2013,BRIDGEPORT HOSPITAL,6,ER Physician,"$411,942","$45,944","$457,886"
1209,2013,BRIDGEPORT HOSPITAL,7,ER Physician,"$395,491","$37,627","$433,118"
1210,2013,BRIDGEPORT HOSPITAL,8,ER Physician,"$357,772","$45,261","$403,033"
1211,2013,BRIDGEPORT HOSPITAL,9,ER Physician,"$355,581","$43,943","$399,524"
1212,2013,BRIDGEPORT HOSPITAL,10,ER Physician,"$343,405","$37,627","$381,032"
1213,2013,BRISTOL HOSPITAL,1,President & CEO,"$619,807","$39,935","$659,742"
1214,2013,BRISTOL HOSPITAL,2,"Sr. Vice President, Chief Medical Officer","$344,456","$30,679","$375,135"
1215,2013,BRISTOL HOSPITAL,3,Vice President of Finance/CFO,"$297,114","$31,159","$328,273"
1216,2013,BRISTOL HOSPITAL,4,"Sr. Vice President, Patient Care Services & CNO","$276,270","$32,705","$308,975"
1217,2013,BRISTOL HOSPITAL,5,"Assistant VIce President, Information Services","$179,824","$30,448","$210,272"
1218,2013,BRISTOL HOSPITAL,6,"Vice President, Human Resources and Support Svcs","$176,524","$30,839","$207,363"
1219,2013,BRISTOL HOSPITAL,7,"Assistant Vice President, Chief Development Office","$167,919","$18,862","$186,781"
1220,2013,BRISTOL HOSPITAL,8,Occupational Health Physician,"$165,428","$11,697","$177,125"
1221,2013,BRISTOL HOSPITAL,9,Director of Revenue Cycle,"$139,717","$17,839","$157,556"
1222,2013,BRISTOL HOSPITAL,10,Manager of Programming & Business Intelligence,"$128,232","$28,520","$156,752"
1223,2013,CHARLOTTE HUNGERFORD HOSPITAL,1,PHYSICIAN SURGEON,"$585,978","$162,445","$748,423"
1224,2013,CHARLOTTE HUNGERFORD HOSPITAL,2,PHYSICIAN SURGEON,"$516,473","$143,177","$659,650"
1225,2013,CHARLOTTE HUNGERFORD HOSPITAL,3,PHYSICIAN SURGEON,"$501,783","$139,105","$640,888"
1226,2013,CHARLOTTE HUNGERFORD HOSPITAL,4,HOSPITALIST MED DIRECTOR,"$428,102","$118,679","$546,781"
1227,2013,CHARLOTTE HUNGERFORD HOSPITAL,5,CEO PRESIDENT,"$409,048","$113,397","$522,445"
1228,2013,CHARLOTTE HUNGERFORD HOSPITAL,6,PATHOLOGIST MED DIRECTOR,"$400,275","$110,965","$511,240"
1229,2013,CHARLOTTE HUNGERFORD HOSPITAL,7,CARDIOLOGIST,"$347,228","$96,259","$443,487"
1230,2013,CHARLOTTE HUNGERFORD HOSPITAL,8,CARDIOLOGIST,"$337,234","$93,488","$430,722"
1231,2013,CHARLOTTE HUNGERFORD HOSPITAL,9,CARDIOLOGIST,"$336,845","$93,380","$430,225"
1232,2013,CHARLOTTE HUNGERFORD HOSPITAL,10,CARDIOLOGIST,"$330,681","$91,672","$422,353"
1233,2013,CT CHILDREN`S MEDICAL CENTER,1,President & CEO,"$492,122","$24,606","$516,728"
1234,2013,CT CHILDREN`S MEDICAL CENTER,2,Senior VP Quality Improvement & Patient Safety,"$415,574","$54,025","$469,599"
1235,2013,CT CHILDREN`S MEDICAL CENTER,3,Physician In Chief,"$438,276","$21,914","$460,190"
1236,2013,CT CHILDREN`S MEDICAL CENTER,4,EVP & Chief Financial Officer,"$387,535","$38,754","$426,289"
1237,2013,CT CHILDREN`S MEDICAL CENTER,5,EVP & Chief Operating Officer,"$375,379","$45,045","$420,424"
1238,2013,CT CHILDREN`S MEDICAL CENTER,6,Senior VP & General Counsel,"$328,334","$39,400","$367,734"
1239,2013,CT CHILDREN`S MEDICAL CENTER,7,VP Marketing & Business Development,"$281,289","$42,193","$323,482"
1240,2013,CT CHILDREN`S MEDICAL CENTER,8,Chief Med Information Officer,"$262,150","$31,458","$293,608"
1241,2013,CT CHILDREN`S MEDICAL CENTER,9,Chief Information Officer,"$263,360","$28,970","$292,330"
1242,2013,CT CHILDREN`S MEDICAL CENTER,10,VP Clinical Services & CNO,"$245,122","$41,671","$286,793"
1243,2013,DANBURY HOSPITAL,1,CEO CHIEF EXECUTIVE OFFICER,"$998,461","$58,428","$1,056,889"
1244,2013,DANBURY HOSPITAL,2,VP HUMAN RESOURCES,"$377,429","$571,440","$948,869"
1245,2013,DANBURY HOSPITAL,3,CFO CHIEF FINANCIAL OFFICER,"$569,256","$47,011","$616,267"
1246,2013,DANBURY HOSPITAL,4,CHIEF OPERATING OFFICER,"$382,505","$45,945","$428,450"
1247,2013,DANBURY HOSPITAL,5,GENERAL COUNSEL,"$342,282","$43,245","$385,527"
1248,2013,DANBURY HOSPITAL,6,CHIEF INFORMATION OFFICER,"$339,090","$38,610","$377,700"
1249,2013,DANBURY HOSPITAL,7,DIRECTOR EDUCATION & RESEARCH,"$317,965","$50,546","$368,511"
1250,2013,DANBURY HOSPITAL,8,CHIEF NURSING OFFICER,"$316,105","$47,400","$363,505"
1251,2013,DANBURY HOSPITAL,9,VP FACILITIES,"$253,855","$58,035","$311,890"
1252,2013,DANBURY HOSPITAL,10,VP PLANNING,"$260,719","$46,608","$307,327"
1253,2013,DAY KIMBALL HOSPITAL,1,President & CEO,"$389,880","$124,106","$513,986"
1254,2013,DAY KIMBALL HOSPITAL,2,Pulmonary Physician,"$319,672","$56,796","$376,468"
1255,2013,DAY KIMBALL HOSPITAL,3,Psychiatric Physician,"$312,538","$55,909","$368,447"
1256,2013,DAY KIMBALL HOSPITAL,4,Primary Care Physician,"$292,250","$53,384","$345,634"
1257,2013,DAY KIMBALL HOSPITAL,5,VP Medical Affairs,"$284,545","$52,426","$336,971"
1258,2013,DAY KIMBALL HOSPITAL,6,ICU Physician,"$248,553","$47,948","$296,501"
1259,2013,DAY KIMBALL HOSPITAL,7,Pulmonary Physician,"$217,791","$44,121","$261,912"
1260,2013,DAY KIMBALL HOSPITAL,8,Psychiatric Physician,"$216,112","$43,912","$260,024"
1261,2013,DAY KIMBALL HOSPITAL,9,Director Informatics,"$184,612","$39,993","$224,605"
1262,2013,DAY KIMBALL HOSPITAL,10,Sr. VP of Finance/CFO,"$184,496","$39,979","$224,475"
1263,2013,ESSENT-SHARON HOSPITAL,1,Chief Executive Officer,"$221,100","$93,505","$314,605"
1264,2013,ESSENT-SHARON HOSPITAL,2,Chief Financial Officer,"$214,457","$54,509","$268,966"
1265,2013,ESSENT-SHARON HOSPITAL,3,Associate Administrator/Director HR,"$140,749","$35,765","$176,514"
1266,2013,ESSENT-SHARON HOSPITAL,4,"Director of Clinical Services, RN","$106,949","$27,177","$134,126"
1267,2013,ESSENT-SHARON HOSPITAL,5,Corp Compliance/Director HIM,"$120,671","$30,664","$151,335"
1268,2013,ESSENT-SHARON HOSPITAL,6,Registered Nurse -Operating Room,"$112,440","$28,572","$141,012"
1269,2013,ESSENT-SHARON HOSPITAL,7,"Director, Rehab Services","$111,642","$28,369","$140,011"
1270,2013,ESSENT-SHARON HOSPITAL,8,"Director, Emergency Services","$109,602","$27,851","$137,453"
1271,2013,ESSENT-SHARON HOSPITAL,9,"Director, Quality","$109,150","$27,736","$136,886"
1272,2013,ESSENT-SHARON HOSPITAL,10,"Director, Facilities","$107,024","$27,196","$134,220"
1273,2013,GREENWICH HOSPITAL,1,President & CEO,"$1,298,345","$224,938","$1,523,283"
